REFERENCIA|DESCRIPCION|MATERIAL / FABRICANTE|FECHA | COSTO | PRECIO |12|50|100|300|500|1000
Z100U11|Policloruro de vinilo plastificado, PVC CON NITRILO RESISTENTE A HIDROCARBUROS (RH) /  en colores  negro, blanco y amarillo / diseño  ergonómico /  inyección directa de PVC / alta resistencia y gran flexibilidad / 100% impermeable, PUNTERA METALICA (ACERO). Caña y Suela con nitrilo /  protección al tobillo / Suela con diseño en relieve con efecto antideslizante, negro y blanco. Media nylon-poliéster. |PVC LÍNEA  PREMIUM 700 (CON PUNTERA) RESISTENTE A HIDROCARBUROS (RH)|13/11/2015|$27.000|$54.000|$52.380|$51.300|$48.600|$45.900|$43.200|$40.500
Z100U12|Policloruro de vinilo plastificado Standard / color negro, diseño ergonómico /  inyección directa de PVC, de alta resistencia y gran flexibilidad 100% impermeable. PUNTERA METALICA / Relieve de refuerzo externo colocado en la punta de la bota. Caña color negro mate y brillante / protección al Tobillo / Suela color  crepe /  diseño en relieve con efecto antideslizante. Media nylon-poliéster. SIN NITRILO  ( NO ES RESISTENTE A HIDROCARBUROS)|PVC LÍNEA  PREMIUM 700 (CON PUNTERA) NEGRO - CREPE  / NO ES RESISTENTE A HIDROCARBUROS|13/11/2015|$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
Z101| Policloruro de vinilo plastificado, PVC CON NITRILO RESISTENTE A HIDROCARBUROS (RH) /  en colores  negro y amarillo / diseño y materiales ergonómicos de inyección directa de PVC / alta resistencia y gran flexibilidad / 100% impermeable / Caña  y Suela con nitrilo /  protección al tobillo / Suela con diseño en relieve con efecto antideslizante, color negro . Media nylon-poliéster. |PVC LÍNEA SUPERIOR 500 (SIN PUNTERA) RESISTENTE A HIDROCARBUROS (RH)|13/11/2015|$23.334|$46.667|$45.267|$44.334|$42.000|$39.667|$37.334|$35.000
Z103|Bota pantanera caña alta punta de acero RH (Tallas 36 a 44)|PVC|30/06/2015|| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
Z108|Zueco con huecos (Tallas 36 a 43)|EVA||$10.000|$20.000|$19.400|$19.000|$18.000|$17.000|$16.000|$15.000
Z109 _  080|ZAPATO CROC CERRADO blanco, azul petrole y negro|EVA||$20.000|$40.000||||||
Z109 _ 118|Zueco Cerrado tipo Crocs (Tallas 36 a 43)|EVA||$12.700|$25.400|$24.638|$24.130|$22.860|$21.590|$20.320|$19.050
Z110|Bota Royal Argyll Negro  (Tallas 36 a 43)|PVC||$72.000|$144.000|$139.680|$136.800|$129.600|$122.400|$115.200|$108.000
Z112| BOTA MUNDIAL SEGURIDAD PU BIDENSIDAD INYECTADA REF 209580|DK||$47.414|$94.828|$91.983|$90.086|$85.345|$80.603|$75.862|$71.121
Z113|Tenis de amarrar tipo ingeniero, 6¨ con puntera Termoplástica Dieléctrica, en cuero nobuck, Suela en poliuretano Resistente a hidrocarburos y aceites, Serie 36 al 45. Norma ANSI Z41, DIN 4843 Y CSA Z195. Color Negro y Café|Westalnd 9800||$135.000|$270.000|$261.900|$256.500|$243.000|$229.500|$216.000|$202.500
Z114|Bota de amarrar tipo ingeniero, 6¨ con puntera termoplástica, dieléctrica, en Cuero Nobuck o graso, suela en poliuretanor esistente a hidrocarburos y aceites, Color amarillo o café. Serie 34 al 46. |Westalnd 7008||$149.000|$298.000|$289.060|$283.100|$268.200|$253.300|$238.400|$223.500
Z116|Bota caña alta  Blanca con punta SAFETI| Workman||$31.592|$63.184|$61.288|$60.025|$56.866|$53.706|$50.547|$47.388
Z117|Bota caña alta  Blanca SIN punta  ALTA| Workman||$27.870|$55.740|$54.068|$52.953|$50.166|$47.379|$44.592|$41.805
Z118|Zapaton PVC|||$7.000|$14.000|$13.580|$13.300|$12.600|$11.900|$11.200|$10.500
Z119|Bota Bronco Seguridad de PH PU|Alpaca||$46.800|$93.600|$90.792|$88.920|$84.240|$79.560|$74.880|$70.200
Z120| Bota de amarrar,con puntera de acero,cueromo casín,Suela en poliuretano resistente ahidrocarburos y aceites,Color amarillo o café.Cañacorta.Serie 34 al 46. Norma ANSIZ41,DIN4843 Y CSA Z195. |Westland REF 6587||$83.000|$166.000|$161.020|$157.700|$149.400|$141.100|$132.800|$124.500
Z121|Puntera para visitante|Kondor ||$77.586|$155.172|$150.517|$147.414|$139.655|$131.897|$124.138|$116.379
Z122|BOTA Policloruro de vinilo plastificado, PVC CON NITRILO RESISTENTE A HIDROCARBUROS (RH)  sin puntera  T 36 - 44 |3025 LS500||$19.000|$38.000|$36.860|$36.100|$34.200|$32.300|$30.400|$28.500
Z123|Bota Caña Alta con puntera negra y amarilla|3025 PVC||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
Z124| Bota de amarrar tipo ingeniero, 6¨ con puntera en acero, en cuero graso, suela en Poliuretano resistente a hidrocarburos y aceites, Color negro o café.Serie 34 al 46. Norma ANS|WESTLAND 7084||$131.500|$263.000|$255.110|$249.850|$236.700|$223.550|$210.400|$197.250
Z125|Tenis de amarrar tipo ingeniero, 6¨ con puntera en acero DIELECTRICA, en cuero nobuck, Suela en poliuretano resistente a hidrocarburos y aceites, Serie 36 al 45. Norma ANSI Z41, DIN 4843 Y CSA Z195.|WESTLAND 9307||$145.700|$208.143|$201.899|$197.736|$187.329|$176.921|$166.514|$156.107
Z126|BOTA PVC PVC CON NITRILO RESISTENTE A HIDROCARBUROS (RH) LÍNEA  PREMIUM 700 (CON PUNTERA) RESISTENTE A HIDROCARBUROS (RH)|||$25.000|$50.000|$48.500|$47.500|$45.000|$42.500|$40.000|$37.500
Z127|Bota tipo soldador, con puntera en acero, Cuero nobuck o graso, Dieléctrica, suela en poliuretano resistente a hidrocarburos y aceites, Color amarillo café. Caña alta. Serie 34 al 46. Norma ANSI Z41, DIN 4843|westladn 8607||$150.000|$300.000|$291.000|$285.000|$270.000|$255.000|$240.000|$225.000
Z128| Bota tipo soldador, con puntera en acero, Cuero graso, suela en poliuretano Resistente a hidrocarburos y aceites, Color negro o café. Caña alta.  Serie 34 al 46. Norma. En acero, cumple con los requisitos de ASTM – 2413 /05, DIN12568 / 98 y EN 20345 -2004. Ancho de pestaña 5 mm y espesor de 1.7 mm.|Westland 8604 mayor a docena||$144.000|$288.000|$279.360|$273.600|$259.200|$244.800|$230.400|$216.000
Z129|Bota de Caña Alta CON PUNTERA EN COMPOSITE, Dieléctrica, en cuero nobuck o graso, suela en poliuretano resistente a hidrocarburos y aceites, Color amarillo o café. Serie 34 al 46. En Composite, cumple resistencia al impactoy a la compresion no conducen electricidad mas livianas que las punteras metalicas, no transmiten calor ni frio, resistencia quimica en presencia deacidos, no presentancorrosion ni absorben humedad. DIN12568 / 98 Resistencia al impacto y Resistencia a la compresion.|Westland 8609||$152.000|$304.000|$294.880|$288.800|$273.600|$258.400|$243.200|$228.000
Z130| Tenis de amarrar tipo ingeniero, 6¨ con puntera en acero, en cuero nobuck, Suela en poliuretano  resistente a hidrocarburos y aceites, Serie 36 al 45 Norma. En acero, cumple con los requisitos de ASTM – 2413 /05, DIN12568 / 98 y EN 20345 -2004. Ancho de pestaña 5 mm y espesor de 1.7 mm.|Westland 9304||$133.300|$266.600|$258.602|$253.270|$239.940|$226.610|$213.280|$199.950
Z131|Bota tipo pantanera fabricada en PVC que resiste a salpicaduras de químicos, solventes, grasas y aceites. Suela en Caucho Nitrilo que la hace resistente a hidrocarburos y antideslizante y puntera en acero con recubrimiento dieléctrico. Color Blanco. Serie 36 al 44. Norma ANSI Z41, DIN 4843 Y CSA Z195.|Westland PVC ATS-703||$32.500|$65.000|$63.050|$61.750|$58.500|$55.250|$52.000|$48.750
Z132| Bota tipo soldador, Dieléctrica con puntera en fibra termoplástica de 2 mm, Cuero nobuck o graso,  suela en poliuretano resistente a hidrocarburos y aceites, Color amarillo, café. Caña alta  Serie 34 al 46.|Westland 8608||$145.000|$290.000|$281.300|$275.500|$261.000|$246.500|$232.000|$217.500
Z133|Calzado Tipo ejecutivo Dama o caballero  2109-2108|Gerama||$55.000|$110.000|$106.700|$104.500|$99.000|$93.500|$88.000|$82.500
Z134|Tennis De lona de amarrar tipo zapatilla (de la talla  34 - 38)|Ztxz||$13.000|$26.000|$25.220|$24.700|$23.400|$22.100|$20.800|$19.500
Z134B|Tennis De lona de amarrar tipo zapatilla (de la talla  39 - 43)|Ztxz||$15.600|$31.200||||||
Z135|Tennis De lona de amarrar tipo botin (de la talla  34 - 38)|Ztxz||$14.800|$29.600||||||
Z135B|Tennis De lona de amarrar tipo botin (de la talla  39 - 43)|Ztxz|17/10/1937|$17.300|$34.600||||||
Z136|Botin Pantano, con RH. (sobre pedido)|robusto GN|13/05/2015|$31.000|$62.000||||||
Z137|Botin Pantano, con RH. (sobre pedido)|robusto GN|13/05/2015|$39.000|$78.000||||||
Z138|WORKMAN SAFETY OIL RESISTANT Bota inyectada en PVC bicolor 100% impermeable, resistente a derivados del petroleo. Puntera de acero norma EN12568 (Tallas 35 - 44)|WT   REF 2420026|30/06/2015|$31.700|$63.400|$61.498|$60.230|$57.060|$53.890|$50.720|$47.550
Z138_4|WORKMAN SAFETY OIL RESISTANT Bota inyectada en PVC bicolor 100% impermeable, resistente a derivados del petroleo. Puntera de acero norma EN12568 (Tallas 45 - 46)||30/06/2015|$35.200|$70.400|$68.288|$66.880|$63.360|$59.840|$56.320|$52.800
Z139|Bota de seguridad PU RH. – CB4411 OPERATIVO. Cuero negro, tallas de la 35 - 44. Firma termoplastica de alta rigidez. Suela resisitente a la abración, a la adhesión. (sobre pedido para su fabricación)|Bufalo|07/11/2015|$30.000|$60.000||||||
Z140| zapatones en jean con estrilla negra antideslizantes||05/04/2016|$8.000|$16.000||||||
PVC|||||||||||
U001_16|Conjunto impermeable 2 piezas, cierre en broches calibre 16 (Tallas S a XL)|PVC||$18.900|$37.800|$36.666|$35.910|$34.020|$32.130|$30.240|$28.350
U001_16C|Conjunto impermeable 2 piezas, cierre en broches calibre 16 (Tallas S a XL)|PVC||$19.900|$39.800||||||
U001_18|Conjunto impermeable 2 piezas, cierre en broches calibre 18 (Tallas S a XL)|PVC||$20.475|$40.950|$39.722|$38.903|$36.855|$34.808|$32.760|$30.713
U001_18XXL|Conjunto impermeable 2 piezas, cierre en broches calibre 18 (Tallas XXL)|PVC||$28.000|$56.000||||||
U001_18C|Conjunto impermeable 2 piezas, cierre en cremallera con reflcectivo calibre 18 (Tallas S a XL)|PVC||$21.051|$42.102|$40.839|$39.997|$37.892|$35.787|$33.682|$31.577
U001_20|Conjunto impermeable 2 piezas, cierre en broches calibre 20 (Tallas S a XL)|PVC||$23.100|$46.200|$44.814|$43.890|$41.580|$39.270|$36.960|$34.650
U001_25|Conjunto impermeable 2 piezas, cierre en broches calibre 25 (Tallas S a XL)|PVC||$43.260|$86.520|$83.924|$82.194|$77.868|$73.542|$69.216|$64.890
U001_181|Conjunto impermeable 2 piezas, cierre en broches calibre 18 Reflectivo 1 mangas y botas (Tallas S a XL)|PVC||$22.500|$45.000|$43.650|$42.750|$40.500|$38.250|$36.000|$33.750
U001_1218|Conjunto impermeable con cinta ref lectiva, conformado por chaqueta con capucha cierre velcro - cremallera, pantalón con resorte, zapatones y bolso elaborado en tela poliéster recubierta con PVC de 350 micras - Tallas: S,M,L,XL|PVC||$29.029|$58.058||||||
U002_16|Pantalón Impermeable calibre 16 (Tallas S a XL)|PVC||$9.450|$18.900|$18.333|$17.955|$17.010|$16.065|$15.120|$14.175
U002_18|Pantalón Impermeable calibre 18 (Tallas S a XL)|PVC||$10.500|$21.000|$20.370|$19.950|$18.900|$17.850|$16.800|$15.750
U002_20|Pantalón Impermeable calibre 20 (Tallas S a XL)|PVC||$11.550|$23.100|$22.407|$21.945|$20.790|$19.635|$18.480|$17.325
U002_25|Pantalón Impermeable calibre 25 (Tallas S a XL)|PVC||$21.450|$42.900|$41.613|$40.755|$38.610|$36.465|$34.320|$32.175
U003_16|Chaqueta Impermeable calibre 16 (Tallas S a XL)|PVC||$10.600|$21.200|$20.564|$20.140|$19.080|$18.020|$16.960|$15.900
U003_18|Chaqueta Impermeable calibre 18 (Tallas S a XL)|PVC||$11.950|$23.900|$23.183|$22.705|$21.510|$20.315|$19.120|$17.925
U003_20|Chaqueta Impermeable calibre 20 (Tallas S a XL)|PVC||$15.100|$30.200|$29.294|$28.690|$27.180|$25.670|$24.160|$22.650
U003_25|Chaqueta Impermeable calibre 16 (Tallas S a XL)|PVC||$27.250|$54.500|$52.865|$51.775|$49.050|$46.325|$43.600|$40.875
U004_16|Abrigo Impermeable calibre 16 Reflectivo en mangas, pecho y espalda Estampado Transmilenio pecho (Tallas S a XL)| PVC |11/06/2015|$28.500|$57.000|$55.290|$54.150|$51.300|$48.450|$45.600|$42.750
U005_16|Poncho Impermeable calibre 16 (1,45* 2 metros)|PVC||$10.500|$21.000|$20.370|$19.950|$18.900|$17.850|$16.800|$15.750
U005_18|Poncho Impermeable calibre 18 (1,45* 2 metros)|PVC||$11.900|$23.800|$23.086|$22.610|$21.420|$20.230|$19.040|$17.850
U005_25|Poncho Impermeable calibre 25 (1,45* 2 metros)|PVC||$17.000|$34.000|$32.980|$32.300|$30.600|$28.900|$27.200|$25.500
U005_204|Capa Impermeable con Capucha, elaborada en tela poliéster recubierta con PVC de 150 micras. Calibre 4. 145 cm * 200 cm|PVC||$6.244|$12.488|$12.113|$11.864|$11.239|$10.615|$9.990|$9.366
U006|Traje Fontanero Seguridad C25|PVC||$82.000|$164.000|$159.080|$155.800|$147.600|$139.400|$131.200|$123.000
U007_N|OVEROL ESCAFANDRA BOTA NEGRA|PVC||$104.291|$208.582|$202.325|$198.153|$187.724|$177.295|$166.866|$156.437
U007_A|OVEROL ESCAFANDRA BOTA AMARILLA|PVC||$108.098|$216.196|$209.710|$205.386|$194.576|$183.767|$172.957|$162.147
U007_S|OVEROL ESCAFANDRA BOTA SEGURIDAD|PVC||$117.233|$234.466|$227.432|$222.743|$211.019|$199.296|$187.573|$175.850
U015_16|Delantal grande reforzado calibre 16 (Medidas 82 X 115 cm) Empaque por 6 unidades|PVC||$7.650|$15.300|$14.841|$14.535|$13.770|$13.005|$12.240|$11.475
U015_18|delantala reforzado calibre 18 elaborado en tela poliester recuvierta en pvc |PVC||$8.000|$16.000||||||
U015_20|delantal reforzado calibre 20 elaborado en tela poliester recuvierta en pvc |PVC||$9.050|$18.100||||||
U016|Abrigo en PVC con capota y bolsillos 15 con una cinta reflectiva 2 en espalda|PVC||$16.000|$32.000|$31.040|$30.400|$28.800|$27.200|$25.600|$24.000
U017|Abrigo en PVC con capota y bolsillos 18 con una cinta reflectiva 2 en espalda|PVC||$19.000|$38.000|$36.860|$36.100|$34.200|$32.300|$30.400|$28.500
U018|Gabardina Impermeable K18|PVC||$15.600|$31.200||||||
U0019_16|Conjunto impermeable 3 piezas, cierre en broches calibre 16 (Tallas S a XL)|PVC||$25.400|$50.800|$49.276|$48.260|$45.720|$43.180|$40.640|$38.100
U0019_18|Conjunto impermeable 2 piezas, cierre en broches calibre 18 (Tallas S a XL)|PVC||$20.475|$40.950|$39.722|$38.903|$36.855|$34.808|$32.760|$30.713
U0019_18C|Conjunto impermeable 2 piezas, cierre en cremallera con reflcectivo calibre 18 (Tallas S a XL)|PVC||$21.051|$42.102|$40.839|$39.997|$37.892|$35.787|$33.682|$31.577
U001_18z|Conjunto impermeable 3 piezas, cierre en broches calibre 18 (Tallas S a XL) chaqueta, pantalon y zapaton|PVC||$27.475|$54.950|$53.302|$52.203|$49.455|$46.708|$43.960|$41.213
||||| $ -   ||||||
FTE|Fletes a ciudades principales en Colombia ( Excento de IVA )|Coordinadora||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
FTE_BOG|Fletes a ciudades Bogotá ( Excento de IVA )|Full Dotaciones||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
FTE_Uurb|Fletes a ciudades Bogotá ( Excento de IVA )|Full Dotaciones||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
LL2d|Linterna 3 led 2d con pilas rubber| Eveready||$28.000|$56.000|$54.320|$53.200|$50.400|$47.600|$44.800|$42.000
LR2AA|Linterna rubber 2AA con pilas r 2AA 3s|Energizer||$17.400|$34.800|$33.756|$33.060|$31.320|$29.580|$27.840|$26.100
MC220|Boquitoquis kit 2 radios, cargador doble, adaptador.|Motorola||$250.000|$500.000|$485.000|$475.000|$450.000|$425.000|$400.000|$375.000
OTROS|O||||||||||
O001|Corbata clásica (Talla Única) Cantidad mínima docena por color|Confort Flex|material no disponible|| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
O001L|Corbata clásica (Talla Única) Cantidad mínima docena por color|Linoflex||$10.000|$20.000|$19.400|$19.000|$18.000|$17.000|$16.000|$15.000
O001T|Corbata clásica (Talla Única) Cantidad mínima docena por color|Bases Layafette|22/02/2016|$20.000|$40.000|$38.800|$38.000|$36.000|$34.000|$32.000|$30.000
O001_CT|Corbatín clásico (Talla Única) Cantidad mínima docena por color|Bases Layafette|21/08/2015|$12.000|$24.000|$23.280|$22.800|$21.600|$20.400|$19.200|$18.000
O002C|Cinturon clasico para hombre|Cuero||$15.000|$30.000|$29.100|$28.500|$27.000|$25.500|$24.000|$22.500
O002RR|Cinturón de ajuste (Talla Unica)|Reata||$7.500|$15.000|$14.550|$14.250|$13.500|$12.750|$12.000|$11.250
O003|Kepis de puntas seguridad privada|FD||$15.100|$30.200|$29.294|$28.690|$27.180|$25.670|$24.160|$22.650
O004|Bolillo o tonfa en Madera|Madera||$15.100|$30.200|$29.294|$28.690|$27.180|$25.670|$24.160|$22.650
O005|Porta bolillo o porta tonfa|Lona ||$6.200|$12.400|$12.028|$11.780|$11.160|$10.540|$9.920|$9.300
O006|Brazalete tipo Brigadista acolchado cierre en velcro |Impermeable||$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
O006_P|BRAZALETE REGIMEN INTERNO(10), OFICIAL DE SERVICIO(3), RELEVANTE DE GUARDIA(3), COMANDANTE DE GUARDIA(3), SUBOFICIAL DE SERVICIO(3) Y OFICIAL DE INSPECCION(3)|||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
O006_R|Brazalete tipo brigadista con rivere cierre en velcro cinta reflectiva con texto 12 cm de ancho 38 cm de largo |impermeable||$11.000|$22.000||||||
O006J|Brazalete tipo Brigadista acolchado cierre en velcro |Lona ||$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
O006TL|Brazalete tipo Brigadista acolchado cierre en velcro |Tela Toalla ||$10.000|$20.000|$19.400|$19.000|$18.000|$17.000|$16.000|$15.000
O007_1|Bufanda hilo dos colores 1.50 x 20 de ancho| PJ||$14.000|$28.000|$27.160|$26.600|$25.200|$23.800|$22.400|$21.000
O007FC|Bufanda Tèrmica |Fleece||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
O007LP|Bufanda Acrilico-lana|Liverpool||| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
O008|RODILLERA / CODERA MULTIUSOS 3 CAPAS — Banda elástica y velcro Diseño ergonomico|Poliuretano ||$38.000|$76.000|$73.720|$72.200|$68.400|$64.600|$60.800|$57.000
O008NP|Rodillera abierta en rotula elaborada en neopreno, para protección de lesiones deportivas (Talla ünica) |Poliuretano |29/09/2015|| $ -   | $ -   | $ -   | $ -   | $ -   | $ -   | $ -
O008_DA|RODILLERA tactica / MOTORIZADO|Poliuretano |27/04/2015|$40.000|$80.000|$77.600|$76.000|$72.000|$68.000|$64.000|$60.000
O008_DA |Rodillera/Codera Tactica|Poliuretano |27/04/2015|$40.000|$80.000|$77.600|$76.000|$72.000|$68.000|$64.000|$60.000
O0081_DA|Canillera alta o media|Poliuretano |27/04/2015|$28.500|$57.000|$55.290|$54.150|$51.300|$48.450|$45.600|$42.750
O009|Pañuelos triangulares de algodón blanco con logo en el centro estampado a una tinta|Algodón||$3.000|$6.000|$5.820|$5.700|$5.400|$5.100|$4.800|$4.500
O010|Banderas : 1.00x 0.60 m|Poliester 100%||$4.500|$9.000|$8.730|$8.550|$8.100|$7.650|$7.200|$6.750
O011|Brazalete Portacarnet, con banda reflectiva para seguridad. Cuenta con una banda elástica para ser llevado cómodamente en el brazo.|FD|20/11/2015|$1.400|$2.800|$2.716|$2.660|$2.520|$2.380|$2.240|$2.100
O012D|Capucha de protección, para uso industrial de soldadura, pulimiento  |Dril||$4.000|$8.000|$7.760|$7.600|$7.200|$6.800|$6.400|$6.000
O012H|Capucha de protección, para uso industrial de soldadura, pulimiento  |Indigo 14 Oz||$5.000|$10.000|$9.700|$9.500|$9.000|$8.500|$8.000|$7.500
O013H|Capucha de protección, para uso industrial de soldadura, pulimiento  |Indigo 16 Oz||$6.000|$12.000|$11.640|$11.400|$10.800|$10.200|$9.600|$9.000
O013|CAMILLA JUNKIN CON ARNES TIPO ARAÑA, ELABORADA EN PEHD (POLIETILENO DE ALTA DENSIDAD) COLOR AMARILLO O NARANJA ES RADIOTRASLÚCIDA. DIMENSIONES: ANCHO: 45CM ALTO: 183CM ESPESOR: 7CM PESO: 7KG CAPACIDAD DE CARGA: 200KG INCLUYE ARNES TIPO ARAÑA Y SEÑALIZACIÓN, GARANTIA UN AÑO.|DAC0018||$230.000|$460.000|$446.200|$437.000|$414.000|$391.000|$368.000|$345.000
O013P|  CAMILLA NACIONAL, CAMILLA RÍGIDA EN POLIETILENO LINEAL DE ALTA DENSIDAD, TRASLÚCIDA A LOS RAYOS X PESO 6,5 KG, LARGO 183 CM, ANCHO 41 CM.CAPACIDAD DE CARGA ALREDEDOR DE 180 KG|PROLIPROPILENO|22/03/2016|$115.000|$230.000|$223.100|$218.500|$207.000|$195.500|$184.000|$172.500
O014|Ducha de emergencia mixta (con lava ojos) elaborada en acero inoxidable (No inclluye instalación)|AI||$1.200.000|$2.400.000|$2.328.000|$2.280.000|$2.160.000|$2.040.000|$1.920.000|$1.800.000
O015|Cordón para escarapela con gancho. Medidas: Ancho 1.5 cm, largo 90 cm marcada con Screen|Reata||$1.000|$2.000|$1.940|$1.900|$1.800|$1.700|$1.600|$1.500
O016AG|Zapaton desechable tipo quirúrgico ajuste en caucho SUELA (Par,Talla Unica)|Bonlam||$2.155|$4.310||||||
